,County Name,GDP 2018,10/2/20 Known Covid Cases
1434,"Kemper, MS",429380.0,291
1435,"Lafayette, MS",2136099.0,2248
1436,"Lamar, MS",1713741.0,1815
1437,"Lauderdale, MS",3073969.0,2101
1438,"Lawrence, MS",340758.0,440
1439,"Leake, MS",522795.0,971
1440,"Lee, MS",4784744.0,2997
1441,"Leflore, MS",1220444.0,1452
1442,"Lincoln, MS",1086974.0,1136
1443,"Lowndes, MS",3107822.0,1633
1444,"Madison, MS",6573798.0,3374
1445,"Marion, MS",755210.0,884
1446,"Marshall, MS",657319.0,1123
1447,"Monroe, MS",932294.0,1274
1448,"Montgomery, MS",207736.0,479
1449,"Neshoba, MS",1021384.0,1632
1450,"Newton, MS",482550.0,789
1451,"Noxubee, MS",253265.0,566
1452,"Oktibbeha, MS",1762236.0,1834
1453,"Panola, MS",1158800.0,1532
1454,"Pearl River, MS",1100530.0,925
1455,"Perry, MS",290643.0,438
1456,"Pike, MS",1199955.0,1253
1457,"Pontotoc, MS",953063.0,1317
1458,"Prentiss, MS",596068.0,894
1459,"Quitman, MS",111976.0,395
1460,"Rankin, MS",6836858.0,3419
1461,"Scott, MS",1142696.0,1182
1462,"Sharkey, MS",96980.0,268
1463,"Simpson, MS",630589.0,1068
1464,"Smith, MS",458369.0,551
1465,"Stone, MS",385751.0,386
1466,"Sunflower, MS",683514.0,1512
1467,"Tallahatchie, MS",250618.0,788
1468,"Tate, MS",525767.0,1031
1469,"Tippah, MS",551460.0,723
1470,"Tishomingo, MS",505749.0,719
1471,"Tunica, MS",996325.0,502
1472,"Union, MS",1072162.0,1029
1473,"Walthall, MS",269546.0,605
1474,"Warren, MS",2327859.0,1425
1475,"Washington, MS",1650910.0,2305
1476,"Wayne, MS",660175.0,923
1477,"Webster, MS",173829.0,343
1478,"Wilkinson, MS",169534.0,309
1479,"Winston, MS",529683.0,752
1480,"Yalobusha, MS",324126.0,453
1481,"Yazoo, MS",708059.0,1070
1482,"Adair, MO",863728.0,371
1483,"Andrew, MO",318311.0,278
1484,"Atchison, MO",277298.0,56
1485,"Audrain, MO",1012363.0,439
1486,"Barry, MO",1363419.0,519
1487,"Barton, MO",374576.0,218
1488,"Bates, MO",452839.0,142
1489,"Benton, MO",400935.0,370
1490,"Bollinger, MO",211337.0,355
1491,"Boone, MO",9209748.0,4688
1492,"Buchanan, MO",4863732.0,2138
1493,"Butler, MO",1553976.0,701
1494,"Caldwell, MO",248913.0,110
1495,"Callaway, MO",1826106.0,698
1496,"Camden, MO",1510076.0,1065
1497,"Cape Girardeau, MO",4087776.0,1879
1498,"Carroll, MO",313770.0,135
1499,"Carter, MO",139272.0,100
1500,"Cass, MO",2835816.0,1547
1501,"Cedar, MO",297739.0,132
1502,"Chariton, MO",231990.0,52
1503,"Christian, MO",1602272.0,1576
1504,"Clark, MO",155452.0,73
1505,"Clay, MO",11146685.0,1800
1506,"Clinton, MO",393029.0,253
1507,"Cole, MO",4815975.0,1695
1508,"Cooper, MO",525305.0,460
1509,"Crawford, MO",645903.0,417
1510,"Dade, MO",182029.0,76
1511,"Dallas, MO",300454.0,201
1512,"Daviess, MO",193664.0,139
1513,"DeKalb, MO",353588.0,154
1514,"Dent, MO",349965.0,142
1515,"Douglas, MO",681053.0,225
1516,"Dunklin, MO",819275.0,855
1517,"Franklin, MO",4540205.0,1871
1518,"Gasconade, MO",456662.0,164
1519,"Gentry, MO",223440.0,130
1520,"Greene, MO",16857130.0,6702
1521,"Grundy, MO",501956.0,202
1522,"Harrison, MO",301026.0,124
1523,"Henry, MO",778399.0,233
1524,"Hickory, MO",144257.0,113
1525,"Holt, MO",173805.0,83
1526,"Howard, MO",257781.0,183
1527,"Howell, MO",1267179.0,735
1528,"Iron, MO",421421.0,58
1529,"Jackson, MO",47496820.0,19712
1530,"Jasper, MO",5865983.0,4166
1531,"Jefferson, MO",5438654.0,4460
1532,"Johnson, MO",1775134.0,988
1533,"Knox, MO",119446.0,55
1534,"Laclede, MO",1181386.0,745
1535,"Lafayette, MO",836468.0,576
1536,"Lawrence, MO",905234.0,698
1537,"Lewis, MO",244246.0,112
1538,"Lincoln, MO",1168244.0,833
1539,"Linn, MO",448306.0,115
1540,"Livingston, MO",621395.0,427
1541,"McDonald, MO",597423.0,1110
1542,"Macon, MO",594700.0,162
1543,"Madison, MO",298110.0,291
1544,"Maries, MO",159272.0,89
1545,"Marion, MO",1181503.0,704
1546,"Mercer, MO",99931.0,30
1547,"Miller, MO",960399.0,546
1548,"Mississippi, MO",394545.0,313
1549,"Moniteau, MO",439489.0,341
1550,"Monroe, MO",270965.0,88
1551,"Montgomery, MO",327165.0,87
1552,"Morgan, MO",469359.0,401
1553,"New Madrid, MO",1197359.0,578
1554,"Newton, MO",1881154.0,1409
1555,"Nodaway, MO",801973.0,622
1556,"Oregon, MO",228169.0,135
1557,"Osage, MO",437718.0,175
1558,"Ozark, MO",169778.0,134
1559,"Pemiscot, MO",471189.0,558
1560,"Perry, MO",966725.0,650
1561,"Pettis, MO",1718172.0,1186
1562,"Phelps, MO",1679778.0,496
1563,"Pike, MO",531093.0,248
1564,"Platte, MO",6716221.0,721
1565,"Polk, MO",779198.0,701
1566,"Pulaski, MO",2286913.0,716
1567,"Putnam, MO",128038.0,31
1568,"Ralls, MO",386389.0,153
1569,"Randolph, MO",1306691.0,294
1570,"Ray, MO",466143.0,176
1571,"Reynolds, MO",232054.0,40
1572,"Ripley, MO",233393.0,139
1573,"St. Charles, MO",16358322.0,7912
1574,"St. Clair, MO",167482.0,73
1575,"Ste. Genevieve, MO",708652.0,213
1576,"St. Francois, MO",2339435.0,2174
1577,"St. Louis, MO",79627800.0,23534
1578,"Saline, MO",986582.0,762
1579,"Schuyler, MO",80535.0,27
1580,"Scotland, MO",133011.0,36
1581,"Scott, MO",1573621.0,941
1582,"Shannon, MO",139683.0,133
1583,"Shelby, MO",175282.0,70
1584,"Stoddard, MO",1258879.0,555
1585,"Stone, MO",665814.0,501
1586,"Sullivan, MO",239639.0,218
1587,"Taney, MO",2417968.0,1354
1588,"Texas, MO",486943.0,358
1589,"Vernon, MO",961986.0,213
1590,"Warren, MO",1082653.0,488
1591,"Washington, MO",408054.0,454
1592,"Wayne, MO",244420.0,230
1593,"Webster, MO",756505.0,724
1594,"Worth, MO",65222.0,21
1595,"Wright, MO",417381.0,399
1596,"St. Louis (Independent City), MO",32631130.0,7139
1597,"Beaverhead, MT",381723.0,123
1598,"Big Horn, MT",1021969.0,944
1599,"Blaine, MT",190260.0,39
1600,"Broadwater, MT",134668.0,18
1601,"Carbon, MT",285963.0,127
1602,"Carter, MT",62396.0,9
1603,"Cascade, MT",4209418.0,825
1604,"Chouteau, MT",223318.0,36
1605,"Custer, MT",494263.0,122
1606,"Daniels, MT",87145.0,6
1607,"Dawson, MT",452382.0,82
1608,"Deer Lodge, MT",296447.0,123
1609,"Fallon, MT",207348.0,14
1610,"Fergus, MT",447537.0,67
1611,"Flathead, MT",4285658.0,1265
1612,"Gallatin, MT",5822537.0,1491
1613,"Garfield, MT",46516.0,18
1614,"Glacier, MT",446429.0,410
1615,"Golden Valley, MT",26968.0,5
1616,"Granite, MT",93194.0,26
1617,"Hill, MT",776279.0,196
1618,"Jefferson, MT",275127.0,87
1619,"Judith Basin, MT",141292.0,8
1620,"Lake, MT",812037.0,287
1621,"Lewis and Clark, MT",3473811.0,347
1622,"Liberty, MT",149607.0,20
1623,"Lincoln, MT",558777.0,134
1624,"McCone, MT",100281.0,25
1625,"Madison, MT",418941.0,113
1626,"Meagher, MT",73951.0,30
1627,"Mineral, MT",101427.0,5
1628,"Missoula, MT",5694748.0,884
1629,"Musselshell, MT",302308.0,37
1630,"Park, MT",590679.0,112
1631,"Petroleum, MT",17521.0,0
1632,"Phillips, MT",132874.0,122
1633,"Pondera, MT",183303.0,63
1634,"Powder River, MT",92693.0,21
1635,"Powell, MT",217940.0,12
1636,"Prairie, MT",38540.0,5
1637,"Ravalli, MT",1115028.0,161
1638,"Richland, MT",936289.0,117
1639,"Roosevelt, MT",438230.0,416
1640,"Rosebud, MT",853575.0,655
1641,"Sanders, MT",340848.0,48
1642,"Sheridan, MT",213459.0,19
1643,"Silver Bow, MT",1541022.0,270
1644,"Stillwater, MT",590515.0,85
1645,"Sweet Grass, MT",242070.0,48
1646,"Teton, MT",251517.0,29
1647,"Toole, MT",285678.0,120
1648,"Treasure, MT",98441.0,3
1649,"Valley, MT",323715.0,103
1650,"Wheatland, MT",93518.0,20
1651,"Wibaux, MT",69638.0,10
1652,"Yellowstone, MT",9564773.0,3493
1653,"Adams, NE",1831218.0,586
1654,"Antelope, NE",387649.0,97
1655,"Arthur, NE",26433.0,1
1656,"Banner, NE",54798.0,2
1657,"Blaine, NE",18941.0,1
1658,"Boone, NE",424041.0,93
1659,"Box Butte, NE",614999.0,100
1660,"Boyd, NE",152047.0,30
1661,"Brown, NE",206823.0,49
1662,"Buffalo, NE",2850958.0,1176
1663,"Burt, NE",373451.0,83
1664,"Butler, NE",287122.0,145
1665,"Cass, NE",929454.0,358
1666,"Cedar, NE",524489.0,96
1667,"Chase, NE",233627.0,28
1668,"Cherry, NE",284010.0,52
1669,"Cheyenne, NE",601150.0,44
1670,"Clay, NE",310940.0,82
1671,"Colfax, NE",669603.0,798
1672,"Cuming, NE",730015.0,165
1673,"Custer, NE",594084.0,99
1674,"Dakota, NE",1462634.0,2278
1675,"Dawes, NE",306089.0,133
1676,"Dawson, NE",1440540.0,1100
1677,"Deuel, NE",84228.0,4
1678,"Dixon, NE",266809.0,98
1679,"Dodge, NE",2050077.0,1264
1680,"Douglas, NE",45906740.0,16817
1681,"Dundy, NE",123712.0,13
1682,"Fillmore, NE",340026.0,58
1683,"Franklin, NE",81520.0,37
1684,"Frontier, NE",136114.0,12
1685,"Furnas, NE",261563.0,40
1686,"Gage, NE",1139255.0,291
1687,"Garden, NE",63921.0,13
1688,"Garfield, NE",102401.0,11
1689,"Gosper, NE",107813.0,42
1690,"Grant, NE",31345.0,1
1691,"Greeley, NE",86501.0,35
1692,"Hall, NE",3670275.0,2073
1693,"Hamilton, NE",536430.0,145
1694,"Harlan, NE",181004.0,25
1695,"Hayes, NE",33841.0,0
1696,"Hitchcock, NE",153454.0,8
1697,"Holt, NE",712349.0,103
1698,"Hooker, NE",46634.0,13
1699,"Howard, NE",172727.0,104
1700,"Jefferson, NE",1038578.0,36
1701,"Johnson, NE",243780.0,70
1702,"Kearney, NE",380350.0,154
1703,"Keith, NE",373341.0,65
1704,"Keya Paha, NE",59545.0,5
1705,"Kimball, NE",200307.0,19
1706,"Knox, NE",445967.0,188
1707,"Lancaster, NE",18671352.0,6693
1708,"Lincoln, NE",2374018.0,457
1709,"Logan, NE",31943.0,6
1710,"Loup, NE",28451.0,3
1711,"McPherson, NE",27616.0,6
1712,"Madison, NE",2529231.0,872
1713,"Merrick, NE",380944.0,84
1714,"Morrill, NE",533766.0,79
1715,"Nance, NE",144393.0,55
1716,"Nemaha, NE",771409.0,135
1717,"Nuckolls, NE",286290.0,17
1718,"Otoe, NE",1531340.0,176
1719,"Pawnee, NE",171896.0,20
1720,"Perkins, NE",235688.0,34
1721,"Phelps, NE",835244.0,124
1722,"Pierce, NE",353636.0,111
1723,"Platte, NE",2715392.0,1168
1724,"Polk, NE",274835.0,73
1725,"Red Willow, NE",560745.0,48
1726,"Richardson, NE",331144.0,60
1727,"Rock, NE",67775.0,46
1728,"Saline, NE",938703.0,762
1729,"Sarpy, NE",7834529.0,3896
1730,"Saunders, NE",732026.0,514
1731,"Scotts Bluff, NE",1655591.0,435
1732,"Seward, NE",739357.0,247
1733,"Sheridan, NE",231206.0,54
1734,"Sherman, NE",129549.0,26
1735,"Sioux, NE",52354.0,7
1736,"Stanton, NE",322628.0,45
1737,"Thayer, NE",473566.0,31
1738,"Thomas, NE",46654.0,5
1739,"Thurston, NE",501677.0,269
1740,"Valley, NE",233892.0,47
1741,"Washington, NE",1189897.0,297
1742,"Wayne, NE",472787.0,187
1743,"Webster, NE",237855.0,18
1744,"Wheeler, NE",146620.0,1
1745,"York, NE",836167.0,197
1746,"Churchill, NV",1173864.0,154
1747,"Clark, NV",122423870.0,68162
1748,"Douglas, NV",2614878.0,315
1749,"Elko, NV",2826821.0,989
1750,"Esmeralda, NV",85571.0,0
1751,"Eureka, NV",1484004.0,10
1752,"Humboldt, NV",1238200.0,130
1753,"Lander, NV",867683.0,76
1754,"Lincoln, NV",201476.0,7
1755,"Lyon, NV",1584173.0,447
1756,"Mineral, NV",249118.0,14
1757,"Nye, NV",1673557.0,519
1758,"Pershing, NV",346692.0,22
1759,"Storey, NV",1677952.0,10
1760,"Washoe, NV",26477844.0,9696
1761,"White Pine, NV",722440.0,71
1762,"Carson City (Independent City), NV",3661749.0,494
1763,"Belknap, NH",3006726.0,153
1764,"Carroll, NH",2335912.0,127
1765,"Cheshire, NH",3773901.0,153
1766,"Coos, NH",1310991.0,22
1767,"Grafton, NH",6748078.0,152
1768,"Hillsborough, NH",28160160.0,4579
1769,"Merrimack, NH",9959395.0,602
1770,"Rockingham, NH",21071476.0,2106
1771,"Strafford, NH",6382341.0,579
1772,"Sullivan, NH",1714886.0,59
1773,"Atlantic, NJ",14706662.0,4167
1774,"Bergen, NJ",73548320.0,22633
1775,"Burlington, NJ",28244160.0,7248
1776,"Camden, NJ",26630108.0,10035
1777,"Cape May, NJ",5569716.0,1035
1778,"Cumberland, NJ",6823510.0,3809
1779,"Essex, NJ",59018324.0,21201
1780,"Gloucester, NJ",15758220.0,4729
1781,"Hudson, NJ",51575916.0,20804
1782,"Hunterdon, NJ",7590001.0,1367
1783,"Mercer, NJ",32093898.0,8686
1784,"Middlesex, NJ",64687010.0,19766
1785,"Monmouth, NJ",35826470.0,12081
1786,"Morris, NJ",58515216.0,7941
1787,"Ocean, NJ",21516076.0,13898
1788,"Passaic, NJ",23600288.0,19161
1789,"Salem, NJ",5730068.0,1085
1790,"Somerset, NJ",40778240.0,5873
1791,"Sussex, NJ",5052520.0,1526
1792,"Union, NJ",40055250.0,17789
1793,"Warren, NJ",4682836.0,1453
1794,"Bernalillo, NM",37865784.0,6757
1795,"Catron, NM",84094.0,9
1796,"Chaves, NM",2099949.0,1293
1797,"Cibola, NM",683956.0,443
1798,"Colfax, NM",442675.0,39
1799,"Curry, NM",3173812.0,881
1800,"De Baca, NM",54801.0,1
1801,"Doña Ana, NM",7516342.0,3521
1802,"Eddy, NM",7354225.0,891
1803,"Grant, NM",1204979.0,129
1804,"Guadalupe, NM",138801.0,34
1805,"Harding, NM",77483.0,1
1806,"Hidalgo, NM",206777.0,101
1807,"Lea, NM",7505999.0,1490
1808,"Lincoln, NM",680055.0,220
1809,"Los Alamos, NM",2348290.0,33
1810,"Luna, NM",846225.0,439
1811,"McKinley, NM",2671053.0,4353
1812,"Mora, NM",84182.0,7
1813,"Otero, NM",2858450.0,275
1814,"Quay, NM",312748.0,75
1815,"Rio Arriba, NM",1198329.0,403
1816,"Roosevelt, NM",661710.0,290
1817,"Sandoval, NM",3226655.0,1396
1818,"San Juan, NM",5833607.0,3375
1819,"San Miguel, NM",680396.0,101
1820,"Santa Fe, NM",6685324.0,1049
1821,"Sierra, NM",311272.0,48
1822,"Socorro, NM",519956.0,110
1823,"Taos, NM",980375.0,148
1824,"Torrance, NM",364554.0,80
1825,"Union, NM",184718.0,31
1826,"Valencia, NM",1439258.0,595
1827,"Albany, NY",31707108.0,3153
1828,"Allegany, NY",1487233.0,122
1829,"Bronx, NY",49347610.0,53232
1830,"Broome, NY",10014469.0,1786
1831,"Cattaraugus, NY",3025444.0,290
1832,"Cayuga, NY",2754910.0,224
1833,"Chautauqua, NY",5366957.0,604
1834,"Chemung, NY",4038894.0,591
1835,"Chenango, NY",2222326.0,257
1836,"Clinton, NY",3974221.0,164
1837,"Columbia, NY",2550492.0,604
1838,"Cortland, NY",1997449.0,198
1839,"Delaware, NY",1940909.0,138
1840,"Dutchess, NY",14038485.0,5165
1841,"Erie, NY",58987644.0,11637
1842,"Essex, NY",1652939.0,169
1843,"Franklin, NY",1927401.0,66
1844,"Fulton, NY",1907501.0,344
1845,"Genesee, NY",2434399.0,336
1846,"Greene, NY",2360207.0,334
1847,"Hamilton, NY",281756.0,15
1848,"Herkimer, NY",1986427.0,342
1849,"Jefferson, NY",6646570.0,174
1850,"Kings, NY",105937976.0,69319
1851,"Lewis, NY",1009041.0,51
1852,"Livingston, NY",2282120.0,209
1853,"Madison, NY",2359069.0,501
1854,"Monroe, NY",49392932.0,6160
1855,"Montgomery, NY",2002191.0,236
1856,"Nassau, NY",93325210.0,47034
1857,"New York, NY",711974400.0,33698
1858,"Niagara, NY",10002259.0,1809
1859,"Oneida, NY",11399941.0,2462
1860,"Onondaga, NY",32115608.0,4494
1861,"Ontario, NY",6128058.0,484
1862,"Orange, NY",17471690.0,12273
1863,"Orleans, NY",1400686.0,336
1864,"Oswego, NY",6882274.0,514
1865,"Otsego, NY",2575680.0,344
1866,"Putnam, NY",3510354.0,1637
1867,"Queens, NY",108755410.0,72863
1868,"Rensselaer, NY",6965432.0,931
1869,"Richmond, NY",17002204.0,16061
1870,"Rockland, NY",21469872.0,15849
1871,"St. Lawrence, NY",4875219.0,331
1872,"Saratoga, NY",11564651.0,1083
1873,"Schenectady, NY",8365412.0,1420
1874,"Schoharie, NY",1054730.0,85
1875,"Schuyler, NY",596548.0,49
1876,"Seneca, NY",1407313.0,110
1877,"Steuben, NY",5843719.0,499
1878,"Suffolk, NY",92983256.0,46667
1879,"Sullivan, NY",3019469.0,1610
1880,"Tioga, NY",1936678.0,261
1881,"Tompkins, NY",6230181.0,432
1882,"Ulster, NY",7171697.0,2293
1883,"Warren, NY",4166228.0,395
1884,"Washington, NY",1887063.0,305
1885,"Wayne, NY",3767740.0,331
1886,"Westchester, NY",84822520.0,38346
1887,"Wyoming, NY",1661533.0,137
1888,"Yates, NY",898491.0,65
1889,"Alamance, NC",6048273.0,4081
1890,"Alexander, NC",899005.0,543
1891,"Alleghany, NC",480870.0,239
1892,"Anson, NC",800365.0,633
1893,"Ashe, NC",796238.0,286
1894,"Avery, NC",641175.0,370
1895,"Beaufort, NC",1682892.0,988
1896,"Bertie, NC",641752.0,615
1897,"Bladen, NC",1600571.0,934
1898,"Brunswick, NC",4175010.0,1693
1899,"Buncombe, NC",13298047.0,3254
1900,"Burke, NC",2933231.0,2179
1901,"Cabarrus, NC",7277356.0,4141
1902,"Caldwell, NC",2662127.0,1724
1903,"Camden, NC",168632.0,118
1904,"Carteret, NC",2397145.0,756
1905,"Caswell, NC",455300.0,418
1906,"Catawba, NC",9195182.0,3302
1907,"Chatham, NC",1584337.0,1710
1908,"Cherokee, NC",788390.0,665
1909,"Chowan, NC",541280.0,386
1910,"Clay, NC",221269.0,127
1911,"Cleveland, NC",4098073.0,2347
1912,"Columbus, NC",1510123.0,1413
1913,"Craven, NC",4912535.0,1733
1914,"Cumberland, NC",18332718.0,5722
1915,"Currituck, NC",729263.0,188
1916,"Dare, NC",2079296.0,285
1917,"Davidson, NC",5350730.0,2912
1918,"Davie, NC",1321780.0,589
1919,"Duplin, NC",2176102.0,2430
1920,"Durham, NC",40416630.0,7916
1921,"Edgecombe, NC",1652177.0,1434
1922,"Forsyth, NC",25050740.0,7237
1923,"Franklin, NC",1445044.0,1256
1924,"Gaston, NC",7735591.0,5397
1925,"Gates, NC",170457.0,145
1926,"Graham, NC",271472.0,178
1927,"Granville, NC",2370049.0,1770
1928,"Greene, NC",491609.0,637
1929,"Guilford, NC",35359096.0,8919
1930,"Halifax, NC",1601303.0,1074
1931,"Harnett, NC",2465729.0,2348
1932,"Haywood, NC",1798510.0,626
1933,"Henderson, NC",4810596.0,2074
1934,"Hertford, NC",847067.0,787
1935,"Hoke, NC",958053.0,1262
1936,"Hyde, NC",252124.0,128
1937,"Iredell, NC",8250767.0,3166
1938,"Jackson, NC",1490184.0,672
1939,"Johnston, NC",5241124.0,4644
1940,"Jones, NC",183145.0,158
1941,"Lee, NC",3653761.0,1701
1942,"Lenoir, NC",2882981.0,1040
1943,"Lincoln, NC",2408450.0,1734
1944,"McDowell, NC",1506742.0,1050
1945,"Macon, NC",1161919.0,635
1946,"Madison, NC",425088.0,115
1947,"Martin, NC",699552.0,501
1948,"Mecklenburg, NC",114507944.0,29271
1949,"Mitchell, NC",511774.0,167
1950,"Montgomery, NC",977794.0,1058
1951,"Moore, NC",3613229.0,1777
1952,"Nash, NC",8792973.0,2479
1953,"New Hanover, NC",13962266.0,4421
1954,"Northampton, NC",558478.0,467
1955,"Onslow, NC",9116657.0,2315
1956,"Orange, NC",8839260.0,2714
1957,"Pamlico, NC",306410.0,270
1958,"Pasquotank, NC",1605087.0,724
1959,"Pender, NC",1263061.0,999
1960,"Perquimans, NC",266541.0,191
1961,"Person, NC",1476806.0,449
1962,"Pitt, NC",8838349.0,5044
1963,"Polk, NC",521971.0,331
1964,"Randolph, NC",4442390.0,2947
1965,"Richmond, NC",2046278.0,1061
1966,"Robeson, NC",3490189.0,4701
1967,"Rockingham, NC",3353242.0,1349
1968,"Rowan, NC",5490100.0,3522
1969,"Rutherford, NC",1858481.0,1286
1970,"Sampson, NC",2057333.0,2304
1971,"Scotland, NC",1113542.0,1276
1972,"Stanly, NC",1984883.0,2049
1973,"Stokes, NC",1124833.0,476
1974,"Surry, NC",2757523.0,1386
1975,"Swain, NC",621769.0,157
1976,"Transylvania, NC",1075742.0,335
1977,"Tyrrell, NC",111155.0,115
1978,"Union, NC",6927936.0,4975
1979,"Vance, NC",1352469.0,1077
1980,"Wake, NC",76979770.0,18014
1981,"Warren, NC",363659.0,358
1982,"Washington, NC",291999.0,217
1983,"Watauga, NC",2204140.0,955
1984,"Wayne, NC",5195047.0,3475
1985,"Wilkes, NC",2326470.0,1292
1986,"Wilson, NC",4372310.0,2311
1987,"Yadkin, NC",1125784.0,763
1988,"Yancey, NC",465872.0,221
1989,"Adams, ND",161689.0,27
1990,"Barnes, ND",708972.0,246
1991,"Benson, ND",226978.0,350
1992,"Billings, ND",115325.0,16
1993,"Bottineau, ND",372625.0,101
1994,"Bowman, ND",223876.0,46
1995,"Burke, ND",126180.0,36
1996,"Burleigh, ND",5901363.0,3914
1997,"Cass, ND",12547098.0,5500
1998,"Cavalier, ND",409716.0,55
1999,"Dickey, ND",294945.0,133
2000,"Divide, ND",162212.0,9
2001,"Dunn, ND",855064.0,120
2002,"Eddy, ND",111814.0,102
2003,"Emmons, ND",165591.0,201
2004,"Foster, ND",266869.0,70
2005,"Golden Valley, ND",82370.0,53
2006,"Grand Forks, ND",4237954.0,2358
2007,"Grant, ND",78861.0,33
2008,"Griggs, ND",135058.0,60
2009,"Hettinger, ND",115542.0,67
2010,"Kidder, ND",121759.0,56
2011,"LaMoure, ND",273833.0,80
2012,"Logan, ND",161708.0,73
2013,"McHenry, ND",263767.0,91
2014,"McIntosh, ND",174498.0,80
2015,"McKenzie, ND",2769638.0,260
2016,"McLean, ND",778187.0,309
2017,"Mercer, ND",1037107.0,170
2018,"Morton, ND",1599395.0,1379
2019,"Mountrail, ND",1405445.0,282
2020,"Nelson, ND",156054.0,80
2021,"Oliver, ND",267261.0,24
2022,"Pembina, ND",394802.0,101
2023,"Pierce, ND",281404.0,36
2024,"Ramsey, ND",564292.0,261
2025,"Ransom, ND",268854.0,84
2026,"Renville, ND",144876.0,72
2027,"Richland, ND",1058471.0,255
2028,"Rolette, ND",404893.0,214
2029,"Sargent, ND",886534.0,81
2030,"Sheridan, ND",38983.0,15
2031,"Sioux, ND",130315.0,163
2032,"Slope, ND",49463.0,11
2033,"Stark, ND",2734939.0,1698
2034,"Steele, ND",170013.0,29
2035,"Stutsman, ND",1434456.0,532
2036,"Towner, ND",133146.0,23
2037,"Traill, ND",428350.0,129
2038,"Walsh, ND",519802.0,226
2039,"Ward, ND",4168646.0,1190
2040,"Wells, ND",265233.0,39
2041,"Williams, ND",5696036.0,1154
2042,"Adams, OH",952936.0,148
2043,"Allen, OH",8221147.0,1509
2044,"Ashland, OH",1843358.0,280
2045,"Ashtabula, OH",3155423.0,670
2046,"Athens, OH",2166194.0,793
2047,"Auglaize, OH",2475950.0,650
2048,"Belmont, OH",6353459.0,724
2049,"Brown, OH",901240.0,297
2050,"Butler, OH",20361164.0,6418
2051,"Carroll, OH",2178269.0,156
2052,"Champaign, OH",1196419.0,320
2053,"Clark, OH",5001476.0,1920
2054,"Clermont, OH",8684507.0,1795
2055,"Clinton, OH",2179592.0,319
2056,"Columbiana, OH",3182450.0,1977
2057,"Coshocton, OH",1462097.0,237
2058,"Crawford, OH",1383161.0,260
2059,"Cuyahoga, OH",100074590.0,17796
2060,"Darke, OH",2017215.0,876
2061,"Defiance, OH",1855513.0,370
2062,"Delaware, OH",10855408.0,2393
2063,"Erie, OH",5489487.0,987
2064,"Fairfield, OH",4347962.0,2217
2065,"Fayette, OH",2666254.0,259
2066,"Franklin, OH",97774530.0,27770
2067,"Fulton, OH",2183611.0,319
2068,"Gallia, OH",2480377.0,213
2069,"Geauga, OH",4235956.0,746
2070,"Greene, OH",9776533.0,1619
2071,"Guernsey, OH",2620297.0,183
2072,"Hamilton, OH",76096984.0,13625
2073,"Hancock, OH",5865803.0,776
2074,"Hardin, OH",1044621.0,258
2075,"Harrison, OH",1504159.0,68
2076,"Henry, OH",1278034.0,353
2077,"Highland, OH",1198049.0,242
2078,"Hocking, OH",674313.0,171
2079,"Holmes, OH",2470086.0,411
2080,"Huron, OH",2427386.0,606
2081,"Jackson, OH",1010461.0,281
2082,"Jefferson, OH",4590390.0,353
2083,"Knox, OH",2153412.0,296
2084,"Lake, OH",11819949.0,1687
2085,"Lawrence, OH",1865085.0,714
2086,"Licking, OH",6296221.0,1995
2087,"Logan, OH",2147641.0,323
2088,"Lorain, OH",11251295.0,2364
2089,"Lucas, OH",26754712.0,7469
2090,"Madison, OH",1886704.0,893
2091,"Mahoning, OH",9706906.0,3194
2092,"Marion, OH",2953055.0,3151
2093,"Medina, OH",6987777.0,1536
2094,"Meigs, OH",411447.0,183
2095,"Mercer, OH",2332812.0,1192
2096,"Miami, OH",4568612.0,1555
2097,"Monroe, OH",2797212.0,110
2098,"Montgomery, OH",28909746.0,8219
2099,"Morgan, OH",331583.0,51
2100,"Morrow, OH",627746.0,265
2101,"Muskingum, OH",3961660.0,509
2102,"Noble, OH",938986.0,48
2103,"Ottawa, OH",2074192.0,475
2104,"Paulding, OH",614618.0,127
2105,"Perry, OH",800028.0,311
2106,"Pickaway, OH",1895191.0,2713
2107,"Pike, OH",2035664.0,215
2108,"Portage, OH",6112803.0,1228
2109,"Preble, OH",1257557.0,470
2110,"Putnam, OH",1415800.0,646
2111,"Richland, OH",4886027.0,1004
2112,"Ross, OH",2921059.0,950
2113,"Sandusky, OH",2940827.0,603
2114,"Scioto, OH",3046637.0,551
2115,"Seneca, OH",1901034.0,506
2116,"Shelby, OH",3323098.0,700
2117,"Stark, OH",17168748.0,3036
2118,"Summit, OH",30687320.0,5519
2119,"Trumbull, OH",8010128.0,1964
2120,"Tuscarawas, OH",3828988.0,964
2121,"Union, OH",4169921.0,582
2122,"Van Wert, OH",1431621.0,130
2123,"Vinton, OH",327096.0,53
2124,"Warren, OH",10807140.0,3215
2125,"Washington, OH",3672524.0,265
2126,"Wayne, OH",5626421.0,969
2127,"Williams, OH",1771917.0,231
2128,"Wood, OH",7130596.0,2045
2129,"Wyandot, OH",1108844.0,218
2130,"Adair, OK",436817.0,650
2131,"Alfalfa, OK",204221.0,74
2132,"Atoka, OK",337101.0,313
2133,"Beaver, OK",353496.0,62
2134,"Beckham, OK",1287717.0,591
2135,"Blaine, OK",415188.0,140
2136,"Bryan, OK",1565623.0,1032
