,County Name,GDP 2018,10/2/20 Known Covid Cases
2840,"Essex, VA",395690.0,180
2841,"Fauquier, VA",2992746.0,950
2842,"Floyd, VA",433610.0,208
2843,"Fluvanna, VA",881852.0,381
2844,"Franklin, VA",1523142.0,391
2845,"Giles, VA",527147.0,93
2846,"Gloucester, VA",958348.0,252
2847,"Goochland, VA",2508802.0,277
2848,"Grayson, VA",324179.0,322
2849,"Greene, VA",520828.0,227
2850,"Halifax, VA",1428102.0,365
2851,"Hanover, VA",5994502.0,1337
2852,"Henrico, VA",28394452.0,5516
2853,"Highland, VA",101703.0,7
2854,"Isle of Wight, VA",1783925.0,764
2855,"King and Queen, VA",152076.0,76
2856,"King George, VA",1898023.0,235
2857,"King William, VA",500717.0,162
2858,"Lancaster, VA",466715.0,160
2859,"Lee, VA",510324.0,295
2860,"Loudoun, VA",26377064.0,6916
2861,"Louisa, VA",2376613.0,298
2862,"Lunenburg, VA",277289.0,118
2863,"Madison, VA",395186.0,110
2864,"Mathews, VA",207433.0,83
2865,"Mecklenburg, VA",1233915.0,743
2866,"Middlesex, VA",379073.0,122
2867,"Nelson, VA",623030.0,110
2868,"New Kent, VA",486089.0,200
2869,"Northampton, VA",483086.0,308
2870,"Northumberland, VA",536433.0,177
2871,"Nottoway, VA",543483.0,268
2872,"Orange, VA",1063239.0,337
2873,"Page, VA",664698.0,405
2874,"Patrick, VA",486527.0,279
2875,"Powhatan, VA",775926.0,233
2876,"Prince Edward, VA",808980.0,595
2877,"Pulaski, VA",1367866.0,237
2878,"Rappahannock, VA",263247.0,64
2879,"Richmond, VA",297356.0,359
2880,"Russell, VA",769545.0,279
2881,"Scott, VA",515142.0,195
2882,"Shenandoah, VA",2082166.0,814
2883,"Smyth, VA",1203894.0,528
2884,"Stafford, VA",5411304.0,2054
2885,"Surry, VA",1241285.0,125
2886,"Sussex, VA",369076.0,568
2887,"Tazewell, VA",1802813.0,336
2888,"Warren, VA",2022550.0,442
2889,"Westmoreland, VA",413273.0,276
2890,"Wythe, VA",1885693.0,252
2891,"Alexandria (Independent City), VA",15734949.0,3873
2892,"Chesapeake (Independent City), VA",10805236.0,4375
2893,"Hampton (Independent City), VA",7281475.0,1859
2894,"Newport News (Independent City), VA",13427742.0,2785
2895,"Norfolk (Independent City), VA",23307198.0,4900
2896,"Portsmouth (Independent City), VA",6476232.0,2604
2897,"Richmond (Independent City), VA",21522598.0,4701
2898,"Roanoke (Independent City), VA",7451357.0,1831
2899,"Suffolk (Independent City), VA",4908182.0,1989
2900,"Virginia Beach (Independent City), VA",22621500.0,7000
2901,"Albemarle + Charlottesville, VA",11835232.0,2635
2902,"Alleghany + Covington, VA",1055782.0,112
2903,"Augusta, Staunton + Waynesboro, VA",5494727.0,1064
2904,"Campbell + Lynchburg, VA",7375043.0,1968
2905,"Carroll + Galax, VA",1067135.0,927
2906,"Dinwiddie, Colonial Heights + Petersburg, VA",3055323.0,1427
2907,"Fairfax, Fairfax City + Falls Church, VA",114152620.0,21272
2908,"Frederick + Winchester, VA",6405859.0,1426
2909,"Greensville + Emporia, VA",966863.0,1057
2910,"Henry + Martinsville, VA",2416500.0,1476
2911,"James City + Williamsburg, VA",4660201.0,1048
2912,"Montgomery + Radford, VA",6175379.0,2803
2913,"Pittsylvania + Danville, VA",3819154.0,1968
2914,"Prince George + Hopewell, VA",4238996.0,1247
2915,"Prince William, Manassas + Manassas Park, VA",20494696.0,15183
2916,"Roanoke + Salem, VA",6472634.0,1219
2917,"Rockbridge, Buena Vista + Lexington, VA",1244128.0,325
2918,"Rockingham + Harrisonburg, VA",6801138.0,4169
2919,"Southampton + Franklin, VA",798287.0,1202
2920,"Spotsylvania + Fredericksburg, VA",6023714.0,2719
2921,"Washington + Bristol, VA",2860242.0,792
2922,"Wise + Norton, VA",1685209.0,469
2923,"York + Poquoson, VA",2672184.0,633
2924,"Adams, WA",904604.0,875
2925,"Asotin, WA",774737.0,126
2926,"Benton, WA",11588677.0,4627
2927,"Chelan, WA",4676439.0,1868
2928,"Clallam, WA",2750694.0,236
2929,"Clark, WA",20743252.0,3388
2930,"Columbia, WA",467092.0,14
2931,"Cowlitz, WA",5183516.0,690
2932,"Douglas, WA",2009695.0,1192
2933,"Ferry, WA",216886.0,30
2934,"Franklin, WA",3756541.0,4351
2935,"Garfield, WA",159629.0,13
2936,"Grant, WA",5790087.0,3015
2937,"Grays Harbor, WA",2847465.0,533
2938,"Island, WA",3157398.0,317
2939,"Jefferson, WA",1101987.0,71
2940,"King, WA",303694240.0,22749
2941,"Kitsap, WA",13056917.0,1254
2942,"Kittitas, WA",1866037.0,552
2943,"Klickitat, WA",1307484.0,197
2944,"Lewis, WA",3749481.0,567
2945,"Lincoln, WA",477384.0,58
2946,"Mason, WA",1726597.0,433
2947,"Okanogan, WA",1554040.0,1057
2948,"Pacific, WA",785744.0,86
2949,"Pend Oreille, WA",686530.0,71
2950,"Pierce, WA",44809300.0,8180
2951,"San Juan, WA",773007.0,29
2952,"Skagit, WA",8114344.0,1119
2953,"Skamania, WA",318553.0,65
2954,"Snohomish, WA",43533410.0,7083
2955,"Spokane, WA",26482714.0,7187
2956,"Stevens, WA",1257523.0,189
2957,"Thurston, WA",14064850.0,1159
2958,"Wahkiakum, WA",114690.0,6
2959,"Walla Walla, WA",3360102.0,922
2960,"Whatcom, WA",14639526.0,1377
2961,"Whitman, WA",2812747.0,1348
2962,"Yakima, WA",10517064.0,11471
2963,"Barbour, WV",386747.0,91
2964,"Berkeley, WV",3488914.0,1064
2965,"Boone, WV",643362.0,246
2966,"Braxton, WV",317025.0,13
2967,"Brooke, WV",876818.0,117
2968,"Cabell, WV",4891674.0,876
2969,"Calhoun, WV",129277.0,27
2970,"Clay, WV",118189.0,37
2971,"Doddridge, WV",931871.0,32
2972,"Fayette, WV",1080691.0,651
2973,"Gilmer, WV",182336.0,48
2974,"Grant, WV",481781.0,163
2975,"Greenbrier, WV",1165344.0,130
2976,"Hampshire, WV",362810.0,109
2977,"Hancock, WV",1428566.0,151
2978,"Hardy, WV",416425.0,92
2979,"Harrison, WV",4591120.0,423
2980,"Jackson, WV",1474055.0,284
2981,"Jefferson, WV",1602294.0,444
2982,"Kanawha, WV",10867844.0,2813
2983,"Lewis, WV",697696.0,40
2984,"Lincoln, WV",239460.0,182
2985,"Logan, WV",1299755.0,632
2986,"McDowell, WV",570505.0,91
2987,"Marion, WV",2260957.0,297
2988,"Marshall, WV",2775547.0,183
2989,"Mason, WV",907241.0,146
2990,"Mercer, WV",1741334.0,432
2991,"Mineral, WV",831148.0,175
2992,"Mingo, WV",730799.0,395
2993,"Monongalia, WV",7064916.0,2072
2994,"Monroe, WV",231593.0,151
2995,"Morgan, WV",284148.0,60
2996,"Nicholas, WV",652920.0,115
2997,"Ohio, WV",3310804.0,378
2998,"Pendleton, WV",142909.0,53
2999,"Pleasants, WV",502607.0,18
3000,"Pocahontas, WV",277557.0,60
3001,"Preston, WV",719429.0,161
3002,"Putnam, WV",3094140.0,612
3003,"Raleigh, WV",3051007.0,546
3004,"Randolph, WV",902067.0,265
3005,"Ritchie, WV",657061.0,13
3006,"Roane, WV",301354.0,55
3007,"Summers, WV",221493.0,59
3008,"Taylor, WV",485089.0,150
3009,"Tucker, WV",290289.0,39
3010,"Tyler, WV",672181.0,16
3011,"Upshur, WV",733001.0,97
3012,"Wayne, WV",1006874.0,414
3013,"Webster, WV",161094.0,8
3014,"Wetzel, WV",756817.0,62
3015,"Wirt, WV",65162.0,12
3016,"Wood, WV",3779376.0,380
3017,"Wyoming, WV",582099.0,127
3018,"Adams, WI",503515.0,286
3019,"Ashland, WI",780667.0,150
3020,"Barron, WI",2197090.0,527
3021,"Bayfield, WI",455147.0,130
3022,"Brown, WI",18750784.0,10209
3023,"Buffalo, WI",627377.0,155
3024,"Burnett, WI",541993.0,221
3025,"Calumet, WI",1628827.0,1450
3026,"Chippewa, WI",2776781.0,638
3027,"Clark, WI",1362729.0,483
3028,"Columbia, WI",3126647.0,789
3029,"Crawford, WI",787074.0,192
3030,"Dane, WI",45531350.0,10688
3031,"Dodge, WI",3686317.0,2127
3032,"Door, WI",1328350.0,422
3033,"Douglas, WI",2050987.0,535
3034,"Dunn, WI",1948828.0,685
3035,"Eau Claire, WI",6595617.0,2080
3036,"Florence, WI",142994.0,103
3037,"Fond du Lac, WI",5285833.0,2420
3038,"Forest, WI",335992.0,324
3039,"Grant, WI",2175009.0,1183
3040,"Green, WI",1657025.0,595
3041,"Green Lake, WI",734120.0,393
3042,"Iowa, WI",1166860.0,233
3043,"Iron, WI",203515.0,151
3044,"Jackson, WI",1002002.0,172
3045,"Jefferson, WI",4503495.0,1656
3046,"Juneau, WI",886719.0,443
3047,"Kenosha, WI",6930666.0,4082
3048,"Kewaunee, WI",795820.0,659
3049,"La Crosse, WI",7317180.0,3389
3050,"Lafayette, WI",629032.0,346
3051,"Langlade, WI",748520.0,252
3052,"Lincoln, WI",1194847.0,288
3053,"Manitowoc, WI",4305121.0,1408
3054,"Marathon, WI",8913214.0,1828
3055,"Marinette, WI",2135515.0,1105
3056,"Marquette, WI",430544.0,333
3057,"Menominee, WI",185411.0,102
3058,"Milwaukee, WI",61228372.0,31607
3059,"Monroe, WI",2501153.0,625
3060,"Oconto, WI",982393.0,1142
3061,"Oneida, WI",1665401.0,561
3062,"Outagamie, WI",11472826.0,5493
3063,"Ozaukee, WI",5187901.0,1528
3064,"Pepin, WI",280304.0,70
3065,"Pierce, WI",1195260.0,704
3066,"Polk, WI",1657006.0,281
3067,"Portage, WI",3799073.0,1619
3068,"Price, WI",576139.0,149
3069,"Racine, WI",9648711.0,5646
3070,"Richland, WI",705654.0,199
3071,"Rock, WI",7887984.0,2918
3072,"Rusk, WI",580913.0,76
3073,"St. Croix, WI",3448070.0,1069
3074,"Sauk, WI",3798034.0,1051
3075,"Sawyer, WI",715572.0,233
3076,"Shawano, WI",1223440.0,1145
3077,"Sheboygan, WI",7435577.0,2144
3078,"Taylor, WI",885362.0,228
3079,"Trempealeau, WI",1519021.0,725
3080,"Vernon, WI",999846.0,267
3081,"Vilas, WI",953491.0,260
3082,"Walworth, WI",4379014.0,2876
3083,"Washburn, WI",585660.0,127
3084,"Washington, WI",6327772.0,2901
3085,"Waukesha, WI",30987892.0,8658
3086,"Waupaca, WI",2046465.0,1354
3087,"Waushara, WI",615623.0,425
3088,"Winnebago, WI",10411532.0,4680
3089,"Wood, WI",4233072.0,955
3090,"Albany, WY",1597901.0,622
3091,"Big Horn, WY",514512.0,68
3092,"Campbell, WY",6042255.0,357
3093,"Carbon, WY",1270837.0,235
3094,"Converse, WY",1430030.0,146
3095,"Crook, WY",328308.0,47
3096,"Fremont, WY",1645788.0,759
3097,"Goshen, WY",603618.0,110
3098,"Hot Springs, WY",247402.0,38
3099,"Johnson, WY",391976.0,42
3100,"Laramie, WY",5742537.0,741
3101,"Lincoln, WY",807207.0,222
3102,"Natrona, WY",5672135.0,637
3103,"Niobrara, WY",130556.0,4
3104,"Park, WY",1460391.0,259
3105,"Platte, WY",577915.0,41
3106,"Sheridan, WY",1397518.0,309
3107,"Sublette, WY",1245979.0,121
3108,"Sweetwater, WY",3880016.0,345
3109,"Teton, WY",2505534.0,597
3110,"Uinta, WY",927537.0,358
3111,"Washakie, WY",379984.0,117
3112,"Weston, WY",318545.0,39
