GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
 "13223","Paulding, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",61.855,65.960,71.544,81.107,86.581,91.398,96.085,94.833,93.618,93.561,94.794,100.000,99.900,103.523,110.111,114.109,118.858,123.070
 "13223","Paulding, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",887094,969403,1071916,1252672,1383343,1517034,1643903,1650583,1662229,1673839,1718172,1860966,1910006,2027173,2216748,2345119,2486734,2638493
 "13225","Peach, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",717799,744175,723270,718516,671601,772497,740174,788590,694453,738703,744514,709074,717385,801754,845561,901372,903147,938621
 "13225","Peach, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",101.230,104.950,102.002,101.332,94.715,108.944,104.386,111.214,97.938,104.179,104.998,100.000,101.172,113.070,119.248,127.120,127.370,132.373
 "13225","Peach, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",629277,650489,634996,636306,594118,682103,678017,724657,670050,709849,721831,709074,734859,840333,925740,1001075,1013346,1061778
 "13227","Pickens, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",620070,655713,677060,725377,717585,730178,771864,748215,708567,718546,690576,722546,744974,807964,836160,870918,898120,929381
 "13227","Pickens, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",85.817,90.750,93.705,100.392,99.313,101.056,106.826,103.553,98.065,99.446,95.575,100.000,103.104,111.822,115.724,120.535,124.299,128.626
 "13227","Pickens, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",458356,494498,522524,583127,601521,640604,700654,694539,666529,687801,672765,722546,760115,839271,884767,938960,990499,1047712
 "13229","Pierce, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",314934,312425,315920,311021,328708,341258,352703,366932,350716,350500,332313,338552,340000,331561,337410,348060,361216,371570
 "13229","Pierce, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",93.024,92.283,93.315,91.868,97.092,100.799,104.180,108.383,103.593,103.529,98.157,100.000,100.428,97.935,99.663,102.809,106.694,109.753
 "13229","Pierce, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",241843,243841,252978,260416,281988,301391,320778,339429,324877,331536,322284,338552,353176,355722,370331,390012,412327,437831
 "13231","Pike, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",190683,197931,203704,205986,201524,221386,230981,228250,220922,232968,244602,256425,254564,257454,261192,264694,271442,278801
 "13231","Pike, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",74.362,77.189,79.440,80.330,78.590,86.335,90.077,89.012,86.155,90.852,95.389,100.000,99.274,100.401,101.859,103.225,105.856,108.726
 "13231","Pike, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",144790,153980,162166,169930,171684,196223,211929,213362,211277,224552,238500,256425,260958,271055,284086,294513,308020,323928
 "13233","Polk, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",898401,924339,939159,957254,999319,1065724,1079478,1053587,1004036,997328,1011436,1017332,1017346,1061856,1094434,1117842,1137185,1181529
 "13233","Polk, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",88.309,90.859,92.316,94.094,98.229,104.757,106.109,103.564,98.693,98.034,99.420,100.000,100.001,104.376,107.579,109.880,111.781,116.140
 "13233","Polk, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",725059,762240,785749,813475,867585,945017,981815,976347,965551,960628,985004,1017332,1039377,1107613,1174906,1219327,1257095,1327289
 "13235","Pulaski, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",253166,253523,281233,254780,262753,279363,269226,260325,242955,245609,262682,255264,255346,245875,252806,255801,254685,265086
 "13235","Pulaski, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",99.178,99.318,110.174,99.811,102.934,109.441,105.470,101.983,95.178,96.218,102.906,100.000,100.032,96.322,99.037,100.210,99.774,103.848
 "13235","Pulaski, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",193587,196670,224312,211539,219754,239289,243305,239744,227948,234200,256717,255264,262230,255969,267665,274361,279012,296466
 "13237","Putnam, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",815815,840896,814408,869609,992259,1050760,1053407,1049703,833790,793209,792875,577556,598567,590750,456284,427165,441597,445696
 "13237","Putnam, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",141.253,145.595,141.009,150.567,171.803,181.932,182.391,181.749,144.365,137.339,137.281,100.000,103.638,102.285,79.002,73.961,76.460,77.169
 "13237","Putnam, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",658833,670583,674509,746438,882298,976800,989661,989040,833172,786762,790073,577556,618288,636786,502079,478734,505572,526124
 "13239","Quitman, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",44206,53685,55762,46009,49885,51329,50359,47512,41351,44647,42171,44011,42760,44618,44123,44573,46565,49138
 "13239","Quitman, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",100.442,121.979,126.698,104.539,113.347,116.627,114.422,107.953,93.954,101.444,95.818,100.000,97.156,101.378,100.254,101.276,105.803,111.648
 "13239","Quitman, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",33104,40938,43497,37618,41846,44411,45716,43824,38089,42026,41202,44011,43795,46052,46350,46961,49879,53463
 "13241","Rabun, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",454584,457063,461068,487761,510028,508105,493350,477474,461157,479884,446793,431084,442254,428121,432129,441871,454254,466083
 "13241","Rabun, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",105.451,106.026,106.955,113.148,118.313,117.867,114.444,110.761,106.976,111.320,103.644,100.000,102.591,99.313,100.242,102.502,105.375,108.119
 "13241","Rabun, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",360721,369175,376090,407397,437889,451224,453529,445969,435598,459761,435758,431084,453991,451713,468322,490349,514912,542190
 "13243","Randolph, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",196922,223607,221502,214901,188847,203441,202455,205841,198717,192431,197197,194043,185457,235976,307392,359271,361550,362963
 "13243","Randolph, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",101.484,115.236,114.151,110.750,97.323,104.844,104.336,106.081,102.409,99.170,101.626,100.000,95.575,121.611,158.415,185.150,186.325,187.053
 "13243","Randolph, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",146717,168182,172355,174664,154850,170865,181221,188273,182551,181455,191433,194043,190910,248682,336564,407761,404635,401991
 "13245","Richmond, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",9712395,9833295,10105105,10253624,10148676,10272765,10516856,10532788,10554782,10624895,10718724,10664909,10759626,10899698,11197372,11263690,11472355,11603709
 "13245","Richmond, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",91.069,92.202,94.751,96.144,95.160,96.323,98.612,98.761,98.967,99.625,100.505,100.000,100.888,102.202,104.993,105.614,107.571,108.803
 "13245","Richmond, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",7389828,7680065,8070067,8394731,8566210,8961145,9455870,9700421,10039254,10231000,10483122,10664909,11011461,11412885,12027540,12304517,12740996,13187544
 "13247","Rockdale, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",3002663,3019150,3009072,3050499,2924093,2876316,2830629,2796697,2816172,2967449,3024637,3062714,3124707,3280750,3400053,3279733,3359843,3403771
 "13247","Rockdale, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",98.039,98.578,98.249,99.601,95.474,93.914,92.422,91.314,91.950,96.890,98.757,100.000,102.024,107.119,111.014,107.086,109.701,111.136
 "13247","Rockdale, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",2436087,2480628,2489531,2567228,2526908,2564081,2596263,2620150,2727331,2880051,2955800,3062714,3191350,3400180,3635901,3607601,3725699,3861232
 "13249","Schley, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",113616,120734,118727,122564,133703,151656,162151,163653,148512,147779,137146,121959,111638,110014,108297,106081,108373,111573
 "13249","Schley, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",93.159,98.995,97.350,100.497,109.630,124.350,132.956,134.187,121.772,121.172,112.453,100.000,91.538,90.206,88.798,86.981,88.861,91.484
 "13249","Schley, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",90700,97057,97151,103760,114465,131242,144492,148718,138067,139006,132066,121959,115109,115705,116451,115258,120207,126018
 "13251","Screven, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",305173,311348,331800,328281,346951,376354,372586,346391,330309,327779,342953,336805,312952,304249,303910,308010,314439,330384
 "13251","Screven, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",90.608,92.442,98.514,97.469,103.013,111.743,110.624,102.846,98.072,97.320,101.826,100.000,92.918,90.334,90.233,91.451,93.359,98.094
 "13251","Screven, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",233274,240896,261795,269225,287591,318279,331793,313764,303110,305920,334362,336805,321421,318726,327560,338609,349349,375459
 "13253","Seminole, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",240537,238416,239322,214793,222803,245729,242947,252931,268617,260649,300543,314820,299736,276990,256617,247484,250956,248233
 "13253","Seminole, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",76.405,75.731,76.019,68.227,70.772,78.054,77.170,80.342,85.324,82.793,95.465,100.000,95.209,87.983,81.512,78.611,79.714,78.849
 "13253","Seminole, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",181936,180986,187873,177241,183042,205681,219830,232386,240861,240925,292038,314820,306922,289430,276014,272282,281067,285402
 "13255","Spalding, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1751565,1833211,1832785,1901567,1912799,1951552,1948745,1921718,1878431,1904644,1905403,1924875,1816128,1784012,1868069,1844851,1902424,1932018
 "13255","Spalding, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",90.996,95.238,95.216,98.789,99.373,101.386,101.240,99.836,97.587,98.949,98.988,100.000,94.350,92.682,97.049,95.843,98.834,100.371
 "13255","Spalding, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1414228,1498325,1502442,1579844,1627526,1712075,1753968,1758174,1778495,1815793,1849473,1924875,1860060,1863041,2006850,2014606,2111305,2202688
 "13257","Stephens, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",838881,814620,802390,797663,810827,805246,826852,823789,785854,806957,783294,771370,781100,827431,838611,824162,836342,845831
 "13257","Stephens, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",108.752,105.607,104.021,103.409,105.115,104.392,107.193,106.796,101.878,104.614,101.546,100.000,101.261,107.268,108.717,106.844,108.423,109.653
 "13257","Stephens, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",668227,656784,654054,666021,693463,709859,752102,762085,755658,777241,763341,771370,800055,859061,887745,883693,907168,931776
 "13259","Stewart, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",98910,97032,98888,111544,83247,89106,103731,108199,106886,109218,104610,105433,102357,107219,109190,113152,122926,131437
 "13259","Stewart, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",93.813,92.032,93.792,105.795,78.957,84.514,98.386,102.623,101.378,103.589,99.219,100.000,97.082,101.694,103.563,107.321,116.591,124.663
 "13259","Stewart, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",74803,74248,78212,93314,71355,78348,95422,101202,100407,104632,102702,105433,104487,111378,115634,121485,134313,145493
 "13261","Sumter, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1071980,1029983,1086650,1049269,1025490,1061724,1047816,989558,972343,988782,1008436,1037268,1014324,990963,995083,982836,1003719,1012804
 "13261","Sumter, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",103.346,99.298,104.761,101.157,98.865,102.358,101.017,95.400,93.741,95.326,97.220,100.000,97.788,95.536,95.933,94.752,96.766,97.642
 "13261","Sumter, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",835737,811140,869347,862365,857599,911248,941928,909795,909063,938387,980864,1037268,1034395,1028473,1054788,1057157,1097909,1138014
 "13263","Talbot, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",111327,131933,126293,121635,104705,113297,118457,106220,98965,117138,113715,118577,100143,105273,112313,134044,120922,136557
 "13263","Talbot, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",93.886,111.263,106.507,102.579,88.301,95.547,99.899,89.579,83.460,98.786,95.900,100.000,84.454,88.780,94.717,113.044,101.977,115.163
 "13263","Talbot, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",71307,87013,85943,88844,82356,95137,104495,97757,93373,113334,112892,118577,101627,109680,118288,141632,132417,154072
 "13265","Taliaferro, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",30055,29441,30007,29876,31608,32508,33172,31936,27294,30394,28753,32467,32686,37158,38740,40701,38626,40876
 "13265","Taliaferro, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",92.572,90.680,92.423,92.019,97.355,100.126,102.171,98.363,84.068,93.615,88.559,100.000,100.674,114.448,119.319,125.360,118.968,125.898
 "13265","Taliaferro, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",21602,21714,22723,24147,25888,27480,30119,29456,24507,28216,28094,32467,33563,37840,38587,39602,38777,41433
 "13267","Tattnall, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",488553,474580,482591,496539,521058,540887,553834,533847,576778,567886,515972,540975,539345,553839,587283,580275,596397,598451
 "13267","Tattnall, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",90.310,87.727,89.208,91.786,96.318,99.984,102.377,98.682,106.618,104.975,95.378,100.000,99.699,102.378,108.560,107.265,110.245,110.625
 "13267","Tattnall, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",356725,348240,368643,405289,418240,441547,495252,485358,500698,517096,502764,540975,555747,571858,594421,577812,613978,624922
