GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018
 "13143","Haralson, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",418926,443842,462301,480339,499587,578030,641336,655904,619992,654876,662013,681155,658042,686269,728601,754053,778481,814844
 "13145","Harris, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",394404,405418,398745,396484,397882,430992,430189,416784,409212,422460,411553,402807,395323,392696,406572,418466,433348,449959
 "13145","Harris, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",97.914,100.648,98.991,98.430,98.777,106.997,106.798,103.470,101.590,104.879,102.171,100.000,98.142,97.490,100.935,103.887,107.582,111.706
 "13145","Harris, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",298017,317450,317621,325357,338128,378145,389719,387503,391615,406898,400241,402807,405699,414683,443803,469225,493516,522874
 "13147","Hart, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",629456,656945,635330,663117,653514,649246,656888,634584,578674,617325,628534,687046,756993,773070,805711,768988,801163,880377
 "13147","Hart, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",91.618,95.619,92.473,96.517,95.119,94.498,95.610,92.364,84.226,89.852,91.483,100.000,110.181,112.521,117.272,111.927,116.610,128.139
 "13147","Hart, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",528894,554507,542909,578849,575919,585686,616844,603972,554765,596531,612309,687046,775109,800817,849685,811270,858963,952232
 "13149","Heard, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",664303,729189,748969,868128,787546,825788,900952,1005551,917616,1125879,1221546,1205827,839176,1070739,1169222,1228666,1278253,1132700
 "13149","Heard, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",55.091,60.472,62.112,71.994,65.312,68.483,74.716,83.391,76.098,93.370,101.304,100.000,69.593,88.797,96.964,101.894,106.006,93.936
 "13149","Heard, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",546900,582067,626062,754642,718277,806864,889856,989099,972304,1164549,1262616,1205827,862688,1176392,1288240,1308595,1398863,1283931
 "13151","Henry, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",3234443,3453528,3683916,3867677,4093027,4284755,4421872,4316038,4150623,4320636,4307434,4381758,4549992,4650067,4775897,5031465,5240352,5456897
 "13151","Henry, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",73.816,78.816,84.074,88.268,93.411,97.786,100.915,98.500,94.725,98.605,98.304,100.000,103.839,106.123,108.995,114.828,119.595,124.537
 "13151","Henry, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",2424448,2644596,2883811,3120880,3449032,3758033,4009083,3991391,3923747,4135301,4199233,4381758,4642733,4842036,5101853,5463425,5792482,6190990
 "13153","Houston, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",4549028,4738552,4948819,5128877,5371091,5602133,5736822,5659017,5714120,5762758,5864528,5836870,5741871,5694299,5682804,5727423,5892668,6039600
 "13153","Houston, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",77.936,81.183,84.785,87.870,92.020,95.978,98.286,96.953,97.897,98.730,100.474,100.000,98.372,97.557,97.360,98.125,100.956,103.473
 "13153","Houston, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",3395931,3665882,3952580,4211461,4561294,4918937,5194995,5245657,5454277,5579218,5747635,5836870,5849925,5941370,6096547,6264360,6536640,6858578
 "13155","Irwin, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",212841,213373,220015,196169,218557,218938,224706,213061,206540,208493,229833,210115,191961,166142,166113,167520,174187,181549
 "13155","Irwin, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",101.297,101.550,104.712,93.363,104.018,104.199,106.944,101.402,98.299,99.228,109.384,100.000,91.360,79.072,79.058,79.728,82.901,86.404
 "13155","Irwin, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",163039,164562,176400,165422,184902,187780,201184,193672,187727,193591,223542,210115,197337,174181,180079,185571,196365,209077
 "13157","Jackson, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1456778,1400383,1440901,1597640,1782614,1927010,1845538,1798997,1705099,1730156,1771673,1920413,1952113,2032996,2199723,2410639,2541010,2647300
 "13157","Jackson, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",75.858,72.921,75.031,83.193,92.825,100.344,96.101,93.678,88.788,90.093,92.255,100.000,101.651,105.862,114.544,125.527,132.316,137.851
 "13157","Jackson, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1138383,1109645,1164651,1336189,1509784,1670169,1654498,1649606,1626356,1657405,1715709,1920413,2003627,2131662,2365163,2629279,2803258,2972005
 "13159","Jasper, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",236619,233760,254919,270231,273349,260011,271495,234233,213021,227738,212136,226490,215941,222378,224245,221699,233703,238754
 "13159","Jasper, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",104.472,103.210,112.552,119.312,120.689,114.800,119.870,103.419,94.053,100.551,93.662,100.000,95.342,98.185,99.008,97.884,103.184,105.414
 "13159","Jasper, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",192004,192264,214791,240193,247348,239084,252892,220670,201790,219174,205790,226490,223826,236291,242396,243117,261517,273391
 "13161","Jeff Davis, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",349298,343847,346059,351799,350656,366756,362871,344397,326589,351114,360563,378078,382202,389719,378737,370049,386919,397699
 "13161","Jeff Davis, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",92.388,90.946,91.531,93.049,92.747,97.005,95.978,91.092,86.381,92.868,95.367,100.000,101.091,103.079,100.174,97.876,102.338,105.190
 "13161","Jeff Davis, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",284019,281779,286340,302225,305486,326215,331824,318007,306443,335647,349366,378078,399323,422002,418988,416867,442292,469458
 "13163","Jefferson, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",516125,526022,544754,575119,557721,575403,538785,548137,524398,518478,501275,497034,496907,470156,466444,489995,515230,514017
 "13163","Jefferson, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",103.841,105.832,109.601,115.710,112.210,115.767,108.400,110.282,105.506,104.314,100.853,100.000,99.975,94.592,93.846,98.584,103.661,103.417
 "13163","Jefferson, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",364428,374960,397301,443647,449205,482493,471356,493607,482683,491696,489092,497034,508180,490113,488952,518637,563602,578662
 "13165","Jenkins, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",190297,180190,182604,173704,195560,205606,187624,158803,137147,139163,144896,143275,131288,127916,134894,143704,130903,135816
 "13165","Jenkins, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",132.819,125.765,127.450,121.238,136.493,143.504,130.954,110.838,95.723,97.130,101.132,100.000,91.634,89.280,94.150,100.299,91.365,94.794
 "13165","Jenkins, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",148079,141585,146750,146845,167461,178080,168051,144673,124919,129684,141579,143275,135009,134937,145641,156407,146061,155594
 "13167","Johnson, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",160643,153399,153979,155971,153399,156078,153975,146145,142097,145250,143677,141735,139999,139513,138959,137017,132574,136228
 "13167","Johnson, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",113.341,108.230,108.639,110.044,108.230,110.120,108.636,103.112,100.256,102.480,101.370,100.000,98.776,98.433,98.042,96.671,93.537,96.115
 "13167","Johnson, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",125293,122060,125692,132949,134080,140362,141921,137024,135711,140024,140072,141735,143804,146806,150967,152228,149835,157811
 "13169","Jones, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",296018,298160,312771,325140,320126,350453,374760,364892,359154,363094,352999,358736,393706,391639,392098,400382,415254,388998
 "13169","Jones, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",82.517,83.114,87.187,90.635,89.237,97.691,104.467,101.716,100.117,101.215,98.401,100.000,109.748,109.172,109.300,111.609,115.755,108.436
 "13169","Jones, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",218625,226891,244802,265935,273905,313214,346776,344588,341822,349882,344510,358736,403130,410699,419979,437926,467089,450672
 "13171","Lamar, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",290590,284599,290278,305353,331750,387208,359829,364367,347579,346866,339990,361591,371188,374176,384184,383838,385431,396516
 "13171","Lamar, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",80.364,78.708,80.278,84.447,91.747,107.085,99.513,100.768,96.125,95.928,94.026,100.000,102.654,103.481,106.248,106.153,106.593,109.659
 "13171","Lamar, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",238583,237466,245794,265450,289835,340865,328033,336656,322634,328637,330898,361591,382649,394920,410027,411115,421935,444205
 "13173","Lanier, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",114756,111013,118317,114559,118081,133312,130486,123873,118996,131266,137853,131975,131700,139633,142134,148957,156769,154894
 "13173","Lanier, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",86.952,84.117,89.651,86.803,89.472,101.013,98.872,93.861,90.166,99.462,104.454,100.000,99.792,105.803,107.698,112.868,118.787,117.366
 "13173","Lanier, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",85528,84650,93028,94494,99126,115348,118913,114713,110590,124667,133760,131975,136254,148967,156482,168518,180656,183177
 "13175","Laurens, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1508892,1533943,1520304,1594957,1619723,1678672,1677562,1656193,1640863,1679004,1625172,1471026,1515051,1550514,1671630,1774071,1845028,1835285
 "13175","Laurens, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",102.574,104.277,103.350,108.425,110.108,114.116,114.040,112.588,111.545,114.138,110.479,100.000,102.993,105.404,113.637,120.601,125.425,124.762
 "13175","Laurens, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1207378,1247682,1252775,1341619,1395578,1488455,1533275,1540046,1579928,1630776,1590260,1471026,1552835,1622182,1808455,1973734,2085167,2129385
 "13177","Lee, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",364869,386690,411525,414354,456472,496949,492063,492870,488349,497859,534187,553688,561072,538978,505533,522804,541501,546644
 "13177","Lee, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",65.898,69.839,74.324,74.835,82.442,89.753,88.870,89.016,88.199,89.917,96.478,100.000,101.334,97.343,91.303,94.422,97.799,98.728
 "13177","Lee, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",268822,289896,317923,336761,379702,427274,444981,453835,448386,465961,519420,553688,577001,564397,538060,565313,599767,620156
 "13179","Liberty, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",2312253,2372575,2581115,2712043,2886577,2940066,3070414,3349034,3386718,3569467,3728433,3603288,3507984,3311865,3265956,3197093,3206443,3212350
 "13179","Liberty, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",64.171,65.845,71.632,75.266,80.110,81.594,85.211,92.944,93.990,99.061,103.473,100.000,97.355,91.912,90.638,88.727,88.987,89.151
 "13179","Liberty, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1684040,1797744,2034971,2204450,2432941,2572429,2778272,3101357,3215511,3452136,3674111,3603288,3565238,3446766,3489243,3465981,3547218,3655387
 "13181","Lincoln, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",126563,124289,124259,122511,127801,137823,144063,141787,133661,132752,127387,133358,127050,127378,129208,130161,130362,131430
 "13181","Lincoln, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",94.905,93.200,93.177,91.866,95.833,103.348,108.027,106.320,100.227,99.545,95.523,100.000,95.270,95.516,96.888,97.603,97.753,98.554
 "13181","Lincoln, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",95931,96443,98600,101040,108899,121998,132082,132198,127111,127736,124422,133358,130627,134833,140823,145420,148650,153779
 "13183","Long, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",94689,97540,97108,97980,96687,104826,112120,102729,99031,101535,102227,109741,109269,112257,114925,117315,116650,120961
 "13183","Long, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",86.284,88.882,88.489,89.283,88.105,95.522,102.168,93.611,90.241,92.523,93.153,100.000,99.570,102.293,104.724,106.902,106.296,110.224
 "13183","Long, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",70480,74226,76029,80487,81251,91405,102168,95587,93241,97127,99966,109741,112444,117687,123046,127299,129570,137382
 "13185","Lowndes, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",3562284,3695072,3842760,3895760,4025376,4111289,4162252,4267133,4203178,4267079,4192084,4231227,4225591,4226396,4256814,4337096,4457325,4563203
 "13185","Lowndes, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",84.190,87.329,90.819,92.072,95.135,97.165,98.370,100.849,99.337,100.847,99.075,100.000,99.867,99.886,100.605,102.502,105.344,107.846
 "13185","Lowndes, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",2734520,2905562,3082715,3208467,3417069,3610120,3766290,3946595,3992622,4100307,4085032,4231227,4331147,4435139,4588862,4759381,4968081,5213433
 "13187","Lumpkin, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",543782,542170,543023,570294,580574,613525,635610,610965,590712,600326,593131,590488,606234,615109,626006,634151,675155,696558
 "13187","Lumpkin, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",92.090,91.817,91.962,96.580,98.321,103.902,107.642,103.468,100.038,101.666,100.448,100.000,102.667,104.170,106.015,107.395,114.339,117.963
 "13187","Lumpkin, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",420670,426517,436417,474037,494574,539510,578699,567220,560493,575718,577055,590488,623813,647855,677223,699408,758739,803630
 "13189","McDuffie, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",569156,560055,595323,638652,676339,699874,667991,624501,621484,614234,597390,564270,564333,573019,586925,596121,611282,624689
 "13189","McDuffie, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",100.866,99.253,105.503,113.182,119.861,124.032,118.381,110.674,110.139,108.855,105.870,100.000,100.011,101.551,104.015,105.645,108.331,110.708
 "13189","McDuffie, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",444593,444669,479344,529812,570603,605399,600016,570377,576169,581645,584999,564270,576814,595132,621909,637617,664163,692839
 "13191","McIntosh, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",181199,190431,189227,192879,200792,219130,220890,205361,195899,195258,185233,182359,176530,177784,179123,182627,189560,193322
 "13191","McIntosh, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",99.364,104.427,103.766,105.769,110.108,120.164,121.129,112.614,107.425,107.074,101.576,100.000,96.804,97.492,98.226,100.147,103.949,106.012
 "13191","McIntosh, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",139695,150342,152556,160911,172108,194153,202315,191352,185959,187498,180904,182359,181168,186003,191249,197583,208515,216710
 "13193","Macon, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",430169,396229,393572,420220,417264,391962,395499,399144,403593,395130,385579,396079,389706,405642,426794,406269,428360,428881
 "13193","Macon, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",108.607,100.038,99.367,106.095,105.349,98.960,99.853,100.774,101.897,99.760,97.349,100.000,98.391,102.414,107.755,102.573,108.150,108.282
 "13193","Macon, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",331410,306971,309976,342486,337561,323672,344747,357174,366858,369425,375861,396079,402000,416802,430358,401644,437430,442258
 "13195","Madison, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",389789,369080,369701,386394,406297,413057,407342,398171,380448,372489,348032,387582,399342,422761,437176,427933,458809,482010
 "13195","Madison, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",100.569,95.226,95.387,99.694,104.829,106.573,105.098,102.732,98.159,96.106,89.796,100.000,103.034,109.077,112.796,110.411,118.377,124.363
 "13195","Madison, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",307412,293378,304487,337481,354525,368882,379858,376639,355378,354720,339512,387582,410724,436533,443988,429594,475697,506022
 "13197","Marion, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",192689,183142,174568,166260,170905,159469,157491,151353,138759,134898,128676,136101,138178,134921,129046,122502,128552,128418
 "13197","Marion, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",141.578,134.564,128.264,122.159,125.572,117.170,115.717,111.207,101.953,99.117,94.545,100.000,101.526,99.134,94.817,90.008,94.454,94.355
 "13197","Marion, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",146617,144050,139580,136980,143861,136634,139737,138232,129957,129204,124502,136101,142319,141771,135173,128513,138946,141910
 "13199","Meriwether, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",464331,454514,459894,437688,435652,443082,439850,434045,442936,469222,472938,473507,457239,445192,444867,462361,470015,486486
 "13199","Meriwether, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",98.062,95.989,97.125,92.435,92.005,93.574,92.892,91.666,93.544,99.095,99.880,100.000,96.564,94.020,93.951,97.646,99.262,102.741
 "13199","Meriwether, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",356135,355954,368273,364828,372996,390852,398793,400447,415436,445711,458220,473507,474215,475897,485079,511514,532111,567335
 "13201","Miller, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",163157,180488,179042,170612,180812,193648,176843,171260,166974,175401,190855,183162,173755,161933,162760,167043,169009,171059
 "13201","Miller, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",89.078,98.540,97.751,93.148,98.717,105.725,96.550,93.502,91.162,95.762,104.200,100.000,94.864,88.410,88.861,91.199,92.273,93.392
 "13201","Miller, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",118430,130370,135638,138731,144867,157915,157494,155102,145800,158960,185654,183162,178577,169606,175187,183887,189811,197784
 "13205","Mitchell, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",812062,776826,798779,796028,848306,824934,873784,823158,828125,782806,764914,746620,721653,703536,746460,714922,709186,710687
 "13205","Mitchell, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",108.765,104.046,106.986,106.618,113.619,110.489,117.032,110.251,110.916,104.847,102.450,100.000,96.656,94.229,99.979,95.754,94.986,95.187
 "13205","Mitchell, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",619515,602751,632097,646997,684858,666719,751065,729113,739308,719459,736229,746620,739963,732593,783779,755023,759523,765673
 "13207","Monroe, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1228053,1217374,1283352,1558705,1512660,1563689,1598792,1666479,1649086,1797162,1934999,1883658,1876576,1743003,1608722,1620927,1537759,1636124
 "13207","Monroe, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",65.195,64.628,68.131,82.749,80.304,83.013,84.877,88.470,87.547,95.408,102.726,100.000,99.624,92.533,85.404,86.052,81.637,86.859
 "13207","Monroe, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",969406,936196,1032693,1291005,1312204,1449527,1505427,1581120,1699425,1817389,1967505,1883658,1939528,1907052,1774980,1753310,1702541,1867979
 "13209","Montgomery, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",156561,149027,155610,153773,166960,187387,181885,170272,165250,167394,150574,147725,143358,143255,146807,145285,138204,141780
 "13209","Montgomery, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",105.981,100.882,105.337,104.094,113.020,126.849,123.124,115.263,111.863,113.314,101.929,100.000,97.044,96.974,99.378,98.348,93.555,95.976
 "13209","Montgomery, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",118381,114674,123336,127818,140673,162117,166626,158141,151607,157930,146120,147725,148082,152123,160366,162623,157670,166472
 "13211","Morgan, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",473899,477949,503011,525816,558149,551678,566065,554070,531327,534865,526709,557907,555440,585076,608663,611589,649071,672292
 "13211","Morgan, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",84.942,85.668,90.160,94.248,100.043,98.883,101.462,99.312,95.236,95.870,94.408,100.000,99.558,104.870,109.098,109.622,116.340,120.503
 "13211","Morgan, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",381844,388528,415428,452048,486000,491627,518759,514518,498682,509069,509624,557907,576401,619296,648583,657326,711023,754659
 "13213","Murray, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",843204,896267,901810,1027499,1095242,1164572,1259952,1216691,1172244,1074675,1089111,1155987,1035536,1026084,1150996,1314181,1292956,1250877
 "13213","Murray, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",72.942,77.533,78.012,88.885,94.745,100.743,108.994,105.251,101.406,92.966,94.215,100.000,89.580,88.763,99.568,113.685,111.849,108.209
 "13213","Murray, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",700294,750111,752506,867242,938198,1028233,1134009,1102560,1120273,1039294,1091131,1155987,1052595,1068627,1222377,1400887,1395519,1382189
 "13215","Muscogee, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",8108742,8418077,8415833,8514245,8698837,8905264,9274506,9070195,8973655,9146077,9375856,9469614,9315063,9310466,9321427,9211393,9560917,9713550
 "13215","Muscogee, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",85.629,88.896,88.872,89.911,91.861,94.040,97.940,95.782,94.763,96.583,99.010,100.000,98.368,98.319,98.435,97.273,100.964,102.576
 "13215","Muscogee, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",6458324,6852132,6975326,7240118,7600644,8005656,8557554,8488341,8527641,8818450,9154203,9469614,9517797,9753864,10005518,10114173,10696461,11198099
 "13217","Newton, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1626972,1695323,1750459,1880927,1978768,2116912,2107094,2116996,1998055,1945841,2015311,2054787,2098827,2135914,2252854,2314079,2423209,2415670
 "13217","Newton, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",79.180,82.506,85.189,91.539,96.300,103.023,102.546,103.028,97.239,94.698,98.079,100.000,102.143,103.948,109.639,112.619,117.930,117.563
 "13217","Newton, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",1282284,1363989,1424591,1557846,1683823,1859594,1899772,1944838,1911963,1867774,1957716,2054787,2154186,2245709,2452853,2573274,2727643,2772088
 "13219","Oconee, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",607826,626123,677660,743262,811245,845405,829890,836816,865835,846966,810617,904680,947442,1020585,1108612,1150377,1201916,1254367
 "13219","Oconee, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",67.187,69.209,74.906,82.157,89.672,93.448,91.733,92.499,95.706,93.621,89.603,100.000,104.727,112.812,122.542,127.158,132.855,138.653
 "13219","Oconee, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",462919,485286,536623,610678,684067,738033,753565,774263,804796,801937,789796,904680,972103,1064725,1170127,1225724,1307468,1392998
 "13221","Oglethorpe, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",213153,195852,200379,217424,222888,219424,254232,268064,277654,264493,233809,271317,268161,294050,315311,326088,323714,331793
 "13221","Oglethorpe, GA",5,CAGDP1,2,"...","Chain-type quantity indexes for real GDP","Quantity index",78.562,72.186,73.854,80.136,82.150,80.874,93.703,98.801,102.336,97.485,86.176,100.000,98.837,108.379,116.215,120.187,119.312,122.290
 "13221","Oglethorpe, GA",5,CAGDP1,3,"...","Current-dollar GDP (thousands of current dollars)","Thousands of dollars",151997,140352,149175,174174,175835,177501,225173,242043,232437,234390,228032,271317,273987,293616,295706,291162,303784,312333
 "13223","Paulding, GA",5,CAGDP1,1,"...","Real GDP (thousands of chained 2012 dollars)","Thousands of chained 2012 dollars",1151099,1227487,1331410,1509374,1611251,1700895,1788118,1764805,1742202,1741131,1764087,1860966,1859106,1926526,2049132,2123522,2211909,2290287
